complaint_id,complaint_text,category,submitted_via,created_date,cleaned_text
100241,Game<br>advertisements are too... frequent and annoying this is unacceptable,Other,Website,29-01-2024,game advertisement frequent annoying unacceptable
100242,<p>The game freezes during gameplay and I lose progress no response? from support</p>,Technical Support,Email,03-08-2024,game freeze gameplay lose progress response support
100243,<b>Refund for!! cancelled purchase has not been received need urgent help</b>,Billing,Email,29-02-2024,refund cancel purchase receive need urgent help
100244,Game advertisements are too frequent and annoying no response from## support,Other,Chat,12-05-2024,game advertisement frequent annoying response support
100245,<b>Unable<br>to log in to my GAME-ON account this is unacceptable</b>,Account Management,Phone,13-04-2024,unable log game account unacceptable
100246,The game freezes during gameplay and? I lose progress need urgent help,Technical Support,Phone,11-09-2024,game freeze gameplay lose progress need urgent help
100247,"Achievements<br>are not unlocking as, expected please resolve asap",Product Issue,Chat,16-05-2024,achievement unlock expect please resolve asap
100248,<b>Unable<br>to link my social media account. to GAME-ON happening for the last 3 days</b>,Account Management,Chat,22-04-2024,unable link social medium account game happen last day
100249,<p>My account was banned without any explanation please resolve asap</p>,Account Management,Email,24-07-2024,account ban without explanation please resolve asap
100250,<b>Customer support is not responding to my tickets happening for the last 3? days</b>,Other,Email,23-05-2024,customer support respond ticket happen last day
100251,"<i>Unexpected<br>charges appeared on my, GAME-ON account need urgent help</i>",Billing,Email,30-07-2024,unexpected charge appear game account need urgent help
100252,<i>I want to give feedback about!! the game no response from support</i>,Other,Email,04-07-2024,want give feedback game response support
100253,<i>Game advertisements are? too frequent and annoying happening for the last 3 days</i>,Other,Email,24-04-2024,game advertisement frequent annoying happen last day
100254,"<i>Customer support is, not responding to my tickets this is unacceptable</i>",Other,Chat,03-10-2024,customer support respond ticket unacceptable
100255,<p>Voice<br>chat is not working during multiplayer games need urgent help</p>,Technical Support,Chat,13-05-2024,voice chat work multiplayer game need urgent help
100256,<b>In-game rewards are not credited after completing missions no response from support</b>,Product Issue,Chat,12-07-2024,game reward credit complete mission response support
100257,<b>Voice chat is not working during multiplayer games. please resolve asap</b>,Technical Support,Chat,02-03-2024,voice chat work multiplayer game please resolve asap
100258,<b>Progress is not saved after finishing levels need urgent help</b>,Product Issue,Phone,19-10-2024,progress save finish level need urgent help
100259,I want to give feedback about the game please resolve asap,Other,Phone,24-02-2024,want give feedback game please resolve asap
100260,<p>Achievements<br>are not unlocking... as expected need urgent help</p>,Product Issue,Chat,15-05-2024,achievement unlock expect need urgent help
100261,GAME-ON keeps showing network. error despite stable internet need urgent help,Technical Support,Website,19-05-2024,game keep show network error despite stable internet need urgent help
100262,Poor service! and lack of proper support this is unacceptable,Other,Phone,30-01-2024,poor service lack proper support unacceptable
100263,<p>Billing<br>amount is higher? than what was shown in the app this is unacceptable</p>,Billing,Phone,09-10-2024,billing amount high show app unacceptable
100264,Someone else accessed my!! GAME-ON account this is unacceptable,Account Management,Chat,04-05-2024,someone else access game account unacceptable
100265,My account was banned without any... explanation please resolve asap,Account Management,Website,01-01-2024,account ban without explanation please resolve asap
100266,<i>Lost access to my account after recent update?? please resolve asap</i>,Account Management,Website,11-03-2024,lose access account recent update please resolve asap
100267,Game<br>characters are unbalanced? and unfair need urgent help,Product Issue,Website,07-01-2024,game character unbalanced unfair need urgent help
100268,Achievements are not unlocking as expected! need urgent help,Product Issue,Email,26-10-2024,achievement unlock expect need urgent help
100269,Daily<br>challenges are missing in GAME-ON need!! urgent help,Product Issue,Chat,08-02-2024,daily challenge miss game need urgent help
100270,<i>Achievements are not unlocking as expected happening for the last 3 days</i>,Product Issue,Email,13-02-2024,achievement unlock expect happen last day
100271,<i>The<br>app experience has worsened after recent?? updates please resolve asap</i>,Other,Email,22-08-2024,app experience worsen recent update please resolve asap
100272,Payment failed but amount was deducted from my bank happening for## the last 3 days,Billing,Website,23-08-2024,payment fail amount deduct bank happen last day
100273,Poor service and lack of? proper support this is unacceptable,Other,Chat,12-09-2024,poor service lack proper support unacceptable
100274,In-game rewards are... not credited after completing missions this is unacceptable,Product Issue,Chat,18-02-2024,game reward credit complete mission unacceptable
100275,<b>Achievements<br>are not?? unlocking as expected no response from support</b>,Product Issue,Website,01-09-2024,achievement unlock expect response support
100276,Lost access? to my account after recent update please resolve asap,Account Management,Email,01-02-2024,lose access account recent update please resolve asap
